regiao,UF,municipio,populacao,frota total
SE,SP,palmeira d'oeste,9173,7714
SE,SP,palmital,22322,16003
SE,SP,panorama,15944,10251
SE,SP,paraguacu paulista,46180,31445
SE,SP,paraibuna,18302,11304
SE,SP,paraiso,6536,4354
SE,SP,paranapanema,20588,11643
SE,SP,paranapua,4112,2910
SE,SP,parapua,10934,6906
SE,SP,pardinho,6579,4381
SE,SP,pariquera-acu,19797,10500
SE,SP,parisi,2177,1700
SE,SP,patrocinio paulista,14941,7974
SE,SP,pauliceia,7540,5578
SE,SP,paulinia,114508,83220
SE,SP,paulistania,1835,1038
SE,SP,paulo de faria,8973,4268
SE,SP,pederneiras,47523,34018
SE,SP,pedra bela,6127,4630
SE,SP,pedranopolis,2468,1913
SE,SP,pedregulho,16876,9949
SE,SP,pedreira,48992,37623
SE,SP,pedrinhas paulista,3109,2328
SE,SP,pedro de toledo,11507,4064
SE,SP,penapolis,64098,54065
SE,SP,pereira barreto,25685,17966
SE,SP,pereiras,8875,4359
SE,SP,peruibe,69697,39503
SE,SP,piacatu,6093,3442
SE,SP,piedade,55731,38992
SE,SP,pilar do sul,29612,24127
SE,SP,pindamonhangaba,171885,100253
SE,SP,pindorama,17378,9411
SE,SP,pinhalzinho,15564,10856
SE,SP,piquerobi,3706,1968
SE,SP,piquete,13495,6758
SE,SP,piracaia,27617,20158
SE,SP,piracicaba,410275,326578
SE,SP,piraju,29930,21486
SE,SP,pirajui,25939,13680
SE,SP,pirangi,11524,8294
SE,SP,pirapora do bom jesus,19453,9372
SE,SP,pirapozinho,27974,17361
SE,SP,pirassununga,77330,61070
SE,SP,piratininga,13890,9424
SE,SP,pitangueiras,40430,22028
SE,SP,planalto,5370,3110
SE,SP,platina,3606,1596
SE,SP,poa,119221,56651
SE,SP,poloni,6166,3788
SE,SP,pompeia,22326,14889
SE,SP,pongai,3385,2444
SE,SP,pontal,51717,21992
SE,SP,pontalinda,4719,1958
SE,SP,pontes gestal,2576,1733
SE,SP,populina,4136,2737
SE,SP,porangaba,10205,5712
SE,SP,porto feliz,53698,37100
SE,SP,porto ferreira,56848,44730
SE,SP,potim,25603,7500
SE,SP,potirendaba,17668,13686
SE,SP,pracinha,4327,784
SE,SP,pradopolis,22239,10948
SE,SP,praia grande,336454,158784
SE,SP,pratania,5371,3999
SE,SP,presidente alves,4067,2304
SE,SP,presidente bernardes,12943,9122
SE,SP,presidente epitacio,44572,30569
SE,SP,presidente prudente,231953,179865
SE,SP,presidente venceslau,39648,29354
SE,SP,promissao,41211,26664
SE,SP,quadra,3902,1663
SE,SP,quata,14309,8578
SE,SP,queiroz,3513,1465
SE,SP,queluz,13788,4321
SE,SP,quintana,6736,3872
SE,SP,rafard,9126,6678
SE,SP,rancharia,29743,20749
SE,SP,redencao da serra,3827,2268
SE,SP,regente feijo,20523,13454
SE,SP,reginopolis,10047,3502
SE,SP,registro,56463,37777
SE,SP,restinga,7762,3744
SE,SP,ribeira,3320,1056
SE,SP,ribeirao bonito,13376,7522
SE,SP,ribeirao branco,15984,6654
SE,SP,ribeirao corrente,4786,2674
SE,SP,ribeirao do sul,4537,3030
SE,SP,ribeirao dos indios,2222,1296
SE,SP,ribeirao grande,7686,3877
SE,SP,ribeirao pires,125238,73226
SE,SP,ribeirao preto,720116,555510
SE,SP,riversul,5364,2667
SE,SP,rifaina,3651,2635
SE,SP,rincao,10824,5986
SE,SP,rinopolis,9940,6903
SE,SP,rio claro,209548,180068
SE,SP,rio das pedras,36233,22132
SE,SP,rio grande da serra,52009,20751
SE,SP,riolandia,12856,4547
SE,SP,rosana,15929,10220
SE,SP,roseira,10888,5910
SE,SP,rubiacea,3195,1435
SE,SP,rubineia,3191,2440
SE,SP,sabino,5638,3152
SE,SP,sagres,2427,1177
SE,SP,sales,6481,3793
SE,SP,sales oliveira,12103,7706
SE,SP,salesopolis,17363,11889
SE,SP,salmourao,5372,2080
SE,SP,saltinho,8498,6071
SE,SP,salto,120779,82173
SE,SP,salto de pirapora,46285,26485
SE,SP,salto grande,9396,4698
SE,SP,sandovalina,4405,2186
SE,SP,santa adelia,15639,11623
SE,SP,santa albertina,6036,4496
SE,SP,santa barbara d'oeste,195278,148387
SE,SP,santa branca,14925,7507
SE,SP,santa clara d'oeste,2111,1504
SE,SP,santa cruz da conceicao,4584,3083
SE,SP,santa cruz da esperanca,2166,1042
SE,SP,santa cruz das palmeiras,35102,19908
SE,SP,santa cruz do rio pardo,48207,36057
SE,SP,santa ernestina,5577,3433
SE,SP,santa fe do sul,32796,28989
SE,SP,santa gertrudes,27850,18034
SE,SP,santa isabel,58529,32389
SE,SP,santa lucia,8889,4450
SE,SP,santa maria da serra,6298,4033
SE,SP,santa mercedes,2947,1714
SE,SP,santana da ponte pensa,1448,1115
SE,SP,santana de parnaiba,145073,89644
SE,SP,santa rita d'oeste,2476,1808
SE,SP,santa rita do passa quatro,27641,20198
SE,SP,santa rosa de viterbo,26960,17529
SE,SP,santa salete,1558,1328
SE,SP,santo anastacio,20855,14820
SE,SP,santo andre,723889,550543
SE,SP,santo antonio da alegria,7024,3700
SE,SP,santo antonio de posse,23742,16834
SE,SP,santo antonio do aracangua,8541,4443
SE,SP,santo antonio do jardim,5926,3875
SE,SP,santo antonio do pinhal,6843,5202
SE,SP,santo expedito,3159,1546
SE,SP,santopolis do aguapei,4856,2081
SE,SP,santos,433991,278561
SE,SP,sao bento do sapucai,10907,7064
SE,SP,sao bernardo do campo,849874,614413
SE,SP,sao caetano do sul,162763,143950
SE,SP,sao carlos,256915,194553
SE,SP,sao francisco,2813,1849
SE,SP,sao joao da boa vista,92315,75523
SE,SP,sao joao das duas pontes,2555,1430
SE,SP,sao joao de iracema,1942,1058
SE,SP,sao joao do pau d'alho,2095,1519
SE,SP,sao joaquim da barra,52737,37548
SE,SP,sao jose da bela vista,8991,3185
SE,SP,sao jose do barreiro,4141,1734
SE,SP,sao jose do rio pardo,55298,40531
SE,SP,sao jose do rio preto,469173,409983
SE,SP,sao jose dos campos,737310,460112
SE,SP,sao lourenco da serra,16127,9352
SE,SP,sao luiz do paraitinga,10693,6862
SE,SP,sao manuel,41287,28888
SE,SP,sao miguel arcanjo,33071,18726
SE,SP,sao paulo,12396372,8845011
SE,SP,sao pedro,36298,27720
SE,SP,sao pedro do turvo,7724,4130
SE,SP,sao roque,93076,53459
SE,SP,sao sebastiao,91637,40942
SE,SP,sao sebastiao da grama,12137,6691
SE,SP,sao simao,15446,9407
SE,SP,sao vicente,370839,152490
SE,SP,sarapui,10493,6488
SE,SP,sarutaia,3623,1985
SE,SP,sebastianopolis do sul,3595,3346
SE,SP,serra azul,15292,4774
SE,SP,serrana,46166,25361
SE,SP,serra negra,29669,22410
SE,SP,sertaozinho,128432,97609
SE,SP,sete barras,12731,6230
SE,SP,severinia,17820,9270
SE,SP,silveiras,6375,3317
SE,SP,socorro,41690,33530
SE,SP,sorocaba,695328,501153
SE,SP,sud mennucci,7738,4552
SE,SP,sumare,289875,186262
SE,SP,suzano,303397,152801
SE,SP,suzanapolis,4063,2417
SE,SP,tabapua,12561,8683
SE,SP,tabatinga,16787,10890
SE,SP,taboao da serra,297528,140416
SE,SP,taciba,6371,3408
SE,SP,taguai,14415,5822
SE,SP,taiacu,6346,3422
SE,SP,taiuva,5562,3671
SE,SP,tambau,23255,16243
SE,SP,tanabi,26231,18956
SE,SP,tapirai,7725,4020
SE,SP,tapiratiba,12940,7224
SE,SP,taquaral,2815,1438
SE,SP,taquaritinga,57547,41979
SE,SP,taquarituba,23292,16507
SE,SP,taquarivai,5968,2400
SE,SP,tarabai,7609,3795
SE,SP,taruma,15361,8797
SE,SP,tatui,124134,91230
SE,SP,taubate,320820,225852
SE,SP,tejupa,4452,1545
SE,SP,teodoro sampaio,23395,13914
SE,SP,terra roxa,9502,5104
SE,SP,tiete,42946,29473
SE,SP,timburi,2647,1352
SE,SP,torre de pedra,2432,1500
SE,SP,torrinha,10100,7986
SE,SP,trabiju,1752,950
SE,SP,tremembe,48228,22900
SE,SP,tres fronteiras,5856,4312
SE,SP,tuiuti,7058,3783
SE,SP,tupa,65615,57833
SE,SP,tupi paulista,15670,10850
SE,SP,turiuba,2024,1249
SE,SP,turmalina,1667,1293
SE,SP,ubarana,6488,3334
SE,SP,ubatuba,92819,54496
SE,SP,ubirajara,4828,2984
SE,SP,uchoa,10191,6737
SE,SP,uniao paulista,1886,1190
SE,SP,urania,9125,7344
SE,SP,uru,1142,852
SE,SP,urupes,13965,11057
SE,SP,valentim gentil,13732,9960
SE,SP,valinhos,133169,105105
SE,SP,valparaiso,27154,13466
SE,SP,vargem,10842,7672
SE,SP,vargem grande do sul,43368,29933
SE,SP,vargem grande paulista,54315,33761
SE,SP,varzea paulista,124269,73355
SE,SP,vera cruz,10804,6843
SE,SP,vinhedo,81516,65494
SE,SP,viradouro,19133,12644
SE,SP,vista alegre do alto,9163,5580
SE,SP,vitoria brasil,1852,1162
SE,SP,votorantim,124468,76554
SE,SP,votuporanga,96106,90347
SE,SP,zacarias,2784,1738
SE,SP,chavantes,12418,6226
SE,SP,estiva gerbi,11507,7719
S,PR,abatia,7360,4368
S,PR,adrianopolis,5797,3306
S,PR,agudos do sul,9567,6935
S,PR,almirante tamandare,121420,64891
S,PR,altamira do parana,1429,2190
S,PR,altonia,22293,14545
S,PR,alto parana,14945,8713
S,PR,alto piquiri,9722,6060
S,PR,alvorada do sul,11598,6206
S,PR,amapora,6405,2711
S,PR,ampere,19466,14617
S,PR,anahy,2774,2048
S,PR,andira,19823,14674
S,PR,angulo,2931,1966
S,PR,antonina,18919,5853
S,PR,antonio olinto,7421,4558
S,PR,apucarana,137438,92017
S,PR,arapongas,126545,93976
S,PR,arapoti,28480,16465
S,PR,arapua,2951,2368
S,PR,araruna,14029,9733
S,PR,araucaria,148522,95317
S,PR,ariranha do ivai,2026,1489
S,PR,assai,14792,11479
S,PR,assis chateaubriand,33306,28429
S,PR,astorga,26304,19296
S,PR,atalaia,3871,2890
S,PR,balsa nova,13238,9002
S,PR,bandeirantes,31061,22515
S,PR,barbosa ferraz,11287,6943
S,PR,barracao,10347,9455
S,PR,barra do jacare,2781,1754
S,PR,bela vista da caroba,3404,2624
S,PR,bela vista do paraiso,15400,12054
S,PR,bituruna,16411,10830
S,PR,boa esperanca,3991,3613
S,PR,boa esperanca do iguacu,2437,1878
S,PR,boa ventura de sao roque,6343,3812
S,PR,boa vista da aparecida,7524,5214
S,PR,bocaiuva do sul,13308,7994
S,PR,bom jesus do sul,3472,2209
S,PR,bom sucesso,7103,3599
S,PR,bom sucesso do sul,3244,2276
S,PR,borrazopolis,6290,5928
S,PR,braganey,5338,3601
S,PR,brasilandia do sul,2521,2271
S,PR,cafeara,2973,1665
S,PR,cafelandia,18783,14327
S,PR,cafezal do sul,3975,2786
S,PR,california,8641,6618
S,PR,cambara,25569,18205
S,PR,cambe,108126,73073
S,PR,cambira,7967,6175
S,PR,campina da lagoa,13888,10451
S,PR,campina do simao,3831,2069
S,PR,campina grande do sul,44072,28428
S,PR,campo bonito,3694,2526
S,PR,campo do tenente,8118,4234
S,PR,campo largo,135678,88424
S,PR,campo magro,30151,16374
S,PR,campo mourao,96102,76487
S,PR,candido de abreu,14606,8539
S,PR,candoi,16126,9043
S,PR,cantagalo,13340,6275
S,PR,capanema,19172,14308
S,PR,capitao leonidas marques,15887,12380
S,PR,carambei,24225,15514
S,PR,carlopolis,14391,10089
S,PR,cascavel,336073,260678
S,PR,castro,72125,48391
S,PR,catanduvas,10144,5789
S,PR,centenario do sul,10704,6971
S,PR,cerro azul,17884,8918
S,PR,ceu azul,11872,8879
S,PR,chopinzinho,19083,15371
S,PR,cianorte,84980,64974
S,PR,cidade gaucha,12939,7817
S,PR,clevelandia,16344,11422
S,PR,colombo,249277,150475
S,PR,colorado,24271,18109
S,PR,congonhinhas,8896,4594
S,PR,conselheiro mairinck,3891,1962
S,PR,contenda,19082,12453
S,PR,corbelia,17162,13823
S,PR,cornelio procopio,47840,36346
S,PR,coronel domingos soares,7538,2773
S,PR,coronel vivida,20430,16724
S,PR,corumbatai do sul,3038,2354
S,PR,cruzeiro do iguacu,4229,2798
S,PR,cruzeiro do oeste,20962,15590
S,PR,cruzeiro do sul,4430,3286
S,PR,cruz machado,18772,11916
S,PR,cruzmaltina,2892,1725
S,PR,curitiba,1963726,1642284
S,PR,curiuva,15289,8480
S,PR,diamante do norte,4975,3903
S,PR,diamante do sul,3409,1735
S,PR,diamante d'oeste,5279,2506
S,PR,dois vizinhos,41424,34658
S,PR,douradina,8988,6232
S,PR,doutor camargo,5987,4594
S,PR,eneas marques,5906,4699
S,PR,engenheiro beltrao,13962,9376
S,PR,esperanca nova,1633,1379
S,PR,entre rios do oeste,4651,3595
S,PR,espigao alto do iguacu,3980,2093
S,PR,farol,2995,1976
S,PR,faxinal,17379,11892
S,PR,fazenda rio grande,103750,63506
S,PR,fenix,4734,2849
S,PR,fernandes pinheiro,5561,3108
S,PR,figueira,7625,4572
S,PR,florai,4883,3740
S,PR,flor da serra do sul,4583,2640
S,PR,floresta,6926,6551
S,PR,florestopolis,10360,6629
S,PR,florida,2709,1782
S,PR,formosa do oeste,6345,6443
S,PR,foz do iguacu,257971,203549
S,PR,francisco alves,5942,4775
S,PR,francisco beltrao,93308,71081
S,PR,foz do jordao,4466,2910
S,PR,general carneiro,13661,7176
S,PR,godoy moreira,2850,1948
S,PR,goioere,28734,20705
S,PR,goioxim,6997,3180
S,PR,grandes rios,5379,3319
S,PR,guaira,33497,30126
S,PR,guairaca,6635,3702
S,PR,guamiranga,8881,4801
S,PR,guapirama,3767,2526
S,PR,guaporema,2239,1380
S,PR,guaraci,5557,3379
S,PR,guaraniacu,11969,9349
S,PR,guarapuava,183755,123871
S,PR,guaraquecaba,7554,973
S,PR,guaratuba,37974,19365
S,PR,honorio serpa,5030,3336
S,PR,ibaiti,31854,17797
S,PR,ibema,6387,3717
S,PR,ibipora,55688,36781
S,PR,icaraima,7671,6292
S,PR,iguaracu,4475,3216
S,PR,iguatu,2251,1316
S,PR,imbau,13449,6707
S,PR,imbituva,33306,19445
S,PR,inacio martins,11117,4554
S,PR,inaja,3122,1656
S,PR,indianopolis,4472,3342
S,PR,ipiranga,15327,8732
S,PR,ipora,13642,11394
S,PR,iracema do oeste,2216,1681
S,PR,irati,61439,41828
S,PR,iretama,10029,6181
S,PR,itaguaje,4426,3203
S,PR,itaipulandia,11588,7574
S,PR,itambaraca,6516,3983
S,PR,itambe,6110,4494
S,PR,itapejara d'oeste,12220,8294
S,PR,itaperucu,29493,16179
S,PR,itauna do sul,2700,2241
S,PR,ivai,14049,9102
S,PR,ivaipora,31886,25373
S,PR,ivate,8294,5087
S,PR,ivatuba,3299,1637
S,PR,jaboti,5332,2773
S,PR,jacarezinho,39268,25824
S,PR,jaguapita,13861,9018
S,PR,jaguariaiva,35192,19568
S,PR,jandaia do sul,21281,16264
S,PR,janiopolis,4948,3875
S,PR,japira,4929,2392
S,PR,japura,9573,6892
S,PR,jardim alegre,11067,8584
S,PR,jardim olinda,1309,1095
S,PR,jataizinho,12687,8399
S,PR,jesuitas,8251,7226
S,PR,joaquim tavora,12108,7235
S,PR,jundiai do sul,3248,1259
S,PR,juranda,7244,6070
S,PR,jussara,7069,4830
S,PR,kalore,3996,3249
S,PR,lapa,48651,29677
S,PR,laranjal,5719,2663
S,PR,laranjeiras do sul,32167,21309
S,PR,leopolis,3896,2274
S,PR,lidianopolis,3155,2714
S,PR,lindoeste,4488,3444
S,PR,loanda,23393,17366
S,PR,lobato,4850,3221
S,PR,londrina,580870,415943
S,PR,luiziana,7217,3797
S,PR,lunardelli,4695,3207
S,PR,lupionopolis,4969,2922
S,PR,mallet,13697,9275
S,PR,mambore,12900,11422
S,PR,mandaguacu,23373,15967
S,PR,mandaguari,34628,28003
S,PR,mandirituba,27750,17165
S,PR,manfrinopolis,2442,1614
S,PR,mangueirinha,16572,11377
S,PR,manoel ribas,13517,9029
S,PR,marechal candido rondon,54031,48532
S,PR,maria helena,5593,3585
S,PR,marialva,36103,29295
S,PR,marilandia do sul,8793,6092
S,PR,marilena,7093,5142
S,PR,mariluz,10327,6157
S,PR,maringa,436472,335395
S,PR,mariopolis,6655,4396
S,PR,maripa,5562,5009
S,PR,marmeleiro,14407,11707
S,PR,marquinho,4283,2413
S,PR,marumbi,4676,2981
S,PR,matelandia,18266,14131
S,PR,matinhos,35705,18917
S,PR,mato rico,3142,1805
S,PR,maua da serra,10994,6172
S,PR,medianeira,46940,40252
S,PR,mercedes,5617,5714
S,PR,mirador,2180,1023
S,PR,miraselva,1786,1304
S,PR,missal,10706,9050
S,PR,moreira sales,11966,6995
S,PR,morretes,16485,8854
S,PR,munhoz de melo,4034,2499
S,PR,nossa senhora das gracas,4009,2047
S,PR,nova alianca do ivai,1560,817
S,PR,nova america da colina,3424,2118
S,PR,nova aurora,10131,9766
S,PR,nova cantu,4827,4006
S,PR,nova esperanca,28062,21149
S,PR,nova esperanca do sudoeste,5014,3419
S,PR,nova fatima,8120,4610
S,PR,nova laranjeiras,11462,4962
S,PR,nova londrina,13188,11583
S,PR,nova olimpia,5846,4093
S,PR,nova santa barbara,4304,2783
S,PR,nova santa rosa,8311,7756
S,PR,nova prata do iguacu,10540,7712
S,PR,nova tebas,5252,4044
S,PR,novo itacolomi,2836,2156
S,PR,ortigueira,21783,12209
S,PR,ourizona,3423,2296
S,PR,ouro verde do oeste,6036,3529
S,PR,paicandu,42251,27765
S,PR,palmas,52503,26648
S,PR,palmeira,34109,23301
S,PR,palmital,12755,8041
S,PR,palotina,32389,27979
S,PR,paraiso do norte,14211,9031
S,PR,paranacity,11685,6597
S,PR,paranagua,157378,80368
S,PR,paranapoema,3277,1718
S,PR,paranavai,89454,71903
S,PR,pato bragado,5755,4245
S,PR,pato branco,84779,66101
S,PR,paula freitas,5942,3762
S,PR,paulo frontin,7418,5082
S,PR,peabiru,14017,8476
S,PR,perobal,6194,4258
S,PR,perola,11406,9253
S,PR,perola d'oeste,6232,4907
S,PR,pien,13015,9452
S,PR,pinhais,134788,92860
S,PR,pinhalao,6323,3642
S,PR,pinhal de sao bento,2742,1534
S,PR,pinhao,32722,15416
S,PR,pirai do sul,25779,15124
S,PR,piraquara,116852,51754
S,PR,pitanga,29686,23751
S,PR,pitangueiras,3298,1895
S,PR,planaltina do parana,4281,2811
S,PR,planalto,13385,9354
S,PR,ponta grossa,358838,230285
S,PR,pontal do parana,28529,13260
S,PR,porecatu,12587,8836
S,PR,porto amazonas,4899,2392
S,PR,porto barreiro,3133,2025
S,PR,porto rico,2554,2003
S,PR,porto vitoria,4057,2340
S,PR,prado ferreira,3806,2250
S,PR,pranchita,5035,5459
S,PR,presidente castelo branco,5395,3411
S,PR,primeiro de maio,11138,7996
S,PR,prudentopolis,52776,33132
S,PR,quarto centenario,4420,2917
S,PR,quatigua,7504,5751
S,PR,quatro barras,24253,17663
S,PR,quatro pontes,4043,4156
S,PR,quedas do iguacu,34707,20332
S,PR,querencia do norte,12257,6834
S,PR,quinta do sol,4444,3009
S,PR,quitandinha,19388,11651
S,PR,ramilandia,4500,2179
S,PR,rancho alegre,3760,2442
S,PR,rancho alegre d'oeste,2602,2134
S,PR,realeza,16976,15496
S,PR,reboucas,14991,8342
S,PR,renascenca,6772,5172
S,PR,reserva,26933,15519
S,PR,reserva do iguacu,8127,2942
S,PR,ribeirao claro,10622,8177
S,PR,ribeirao do pinhal,12869,7742
S,PR,rio azul,15433,9988
S,PR,rio bom,3162,2331
S,PR,rio bonito do iguacu,13240,8699
S,PR,rio branco do ivai,4121,2293
S,PR,rio branco do sul,32635,19696
S,PR,rio negro,34645,24878
S,PR,rolandia,68165,47248
S,PR,roncador,9447,7169
S,PR,rondon,9664,6937
S,PR,rosario do ivai,4595,3257
S,PR,sabaudia,6954,5576
S,PR,salgado filho,3389,3446
S,PR,salto do itarare,4862,3554
S,PR,salto do lontra,14957,9941
S,PR,santa amelia,3208,1967
S,PR,santa cecilia do pavao,3253,2413
S,PR,santa cruz de monte castelo,7705,6181
S,PR,santa fe,12330,7736
S,PR,santa helena,27036,19674
S,PR,santa ines,1568,951
S,PR,santa isabel do ivai,8484,6352
S,PR,santa izabel do oeste,14924,7517
S,PR,santa lucia,3795,2692
S,PR,santa maria do oeste,9210,5910
S,PR,santa mariana,11523,7596
S,PR,santa monica,4052,1839
S,PR,santana do itarare,4916,3174
S,PR,santa tereza do oeste,10055,7849
S,PR,santa terezinha de itaipu,23927,15093
S,PR,santo antonio da platina,46503,30717
S,PR,santo antonio do caiua,2611,1565
S,PR,santo antonio do paraiso,2032,1487
S,PR,santo antonio do sudoeste,20354,13212
S,PR,santo inacio,5422,4219
S,PR,sao carlos do ivai,6961,4608
S,PR,sao jeronimo da serra,11088,5645
S,PR,sao joao,10122,8519
S,PR,sao joao do caiua,5819,3414
S,PR,sao joao do ivai,9897,8297
S,PR,sao joao do triunfo,15359,7546
S,PR,sao jorge d'oeste,9005,7141
S,PR,sao jorge do ivai,5535,4263
S,PR,sao jorge do patrocinio,5532,4567
S,PR,sao jose da boa vista,6115,3706
S,PR,sao jose das palmeiras,3601,2577
S,PR,sao jose dos pinhais,334620,223212
S,PR,sao manoel do parana,2165,1338
S,PR,sao mateus do sul,47137,29857
S,PR,sao miguel do iguacu,27696,20561
S,PR,sao pedro do iguacu,5745,3850
S,PR,sao pedro do ivai,11109,6647
S,PR,sao pedro do parana,2265,1666
S,PR,sao sebastiao da amoreira,8865,5085
S,PR,sao tome,5778,3781
S,PR,sapopema,6708,3916
S,PR,sarandi,98888,67872
S,PR,saudade do iguacu,5578,3602
S,PR,senges,19441,9985
S,PR,serranopolis do iguacu,4460,3706
S,PR,sertaneja,5149,4225
S,PR,sertanopolis,16456,13680
S,PR,siqueira campos,21476,14229
S,PR,sulina,2880,2291
S,PR,tamarana,15277,7455
S,PR,tamboara,5196,3329
S,PR,tapejara,16480,10585
S,PR,tapira,5452,4075
S,PR,teixeira soares,12761,5967
S,PR,telemaco borba,80588,51404
S,PR,terra boa,17304,12815
S,PR,terra rica,17054,11654
S,PR,terra roxa,17562,13778
S,PR,tibagi,20688,9608
S,PR,tijucas do sul,17295,10181
S,PR,toledo,144601,115948
S,PR,tomazina,7699,4193
S,PR,tres barras do parana,12036,7813
S,PR,tunas do parana,9269,3499
S,PR,tuneiras do oeste,8502,5102
S,PR,tupassi,8105,6402
S,PR,turvo,12977,8887
S,PR,ubirata,20809,18570
S,PR,umuarama,113416,91398
S,PR,uniao da vitoria,58298,36074
S,PR,uniflor,2623,1548
S,PR,urai,11233,7427
S,PR,wenceslau braz,19358,12752
S,PR,ventania,12267,5689
S,PR,vera cruz do oeste,8389,6269
S,PR,vere,7094,5868
S,PR,alto paraiso,2630,1931
S,PR,doutor ulysses,5525,1826
S,PR,virmond,4051,2536
S,PR,vitorino,6879,4808
S,PR,xambre,5584,3818
S,SC,abdon batista,2534,1819
S,SC,abelardo luz,18015,12309
S,SC,agrolandia,11160,8684
S,SC,agronomica,5570,4505
S,SC,agua doce,7160,5556
S,SC,aguas de chapeco,6544,4411
S,SC,aguas frias,2341,2317
S,SC,aguas mornas,6646,5431
S,SC,alfredo wagner,10136,7998
S,SC,alto bela vista,1915,1676
S,SC,anchieta,5477,4604
S,SC,angelina,4686,4594
S,SC,anita garibaldi,6783,5909
S,SC,anitapolis,3223,2760
S,SC,antonio carlos,8712,8651
S,SC,apiuna,10951,7092
S,SC,arabuta,4268,3410
S,SC,araquari,40890,21339
S,SC,ararangua,69493,61297
S,SC,armazem,8843,8222
S,SC,arroio trinta,3547,3613
S,SC,arvoredo,2228,1665
S,SC,ascurra,8021,7062
S,SC,atalanta,3179,2907
S,SC,aurora,5687,5559
S,SC,balneario arroio do silva,13782,8396
S,SC,balneario camboriu,149227,100799
S,SC,balneario barra do sul,11271,5989
S,SC,balneario gaivota,11537,9449
S,SC,bandeirante,2618,2130
S,SC,barra bonita,1625,1302
S,SC,barra velha,30539,24583
S,SC,bela vista do toldo,6386,4004
S,SC,belmonte,2712,2142
S,SC,benedito novo,11896,10139
S,SC,biguacu,70471,51002
S,SC,blumenau,366418,288799
S,SC,bocaina do sul,3501,2150
S,SC,bombinhas,20889,16781
S,SC,bom jardim da serra,4801,2600
S,SC,bom jesus,3104,2244
S,SC,bom jesus do oeste,2136,1552
S,SC,bom retiro,10153,6173
S,SC,botuvera,5396,5021
S,SC,braco do norte,34294,30490
S,SC,braco do trombudo,3794,3122
S,SC,brunopolis,2318,1748
S,SC,brusque,140597,117277
S,SC,cacador,80017,57784
S,SC,caibi,6112,5401
S,SC,calmon,3325,1694
S,SC,camboriu,87179,67297
S,SC,capao alto,2467,1605
S,SC,campo alegre,11985,10099
S,SC,campo belo do sul,6889,4358
S,SC,campo ere,8312,7712
S,SC,campos novos,36861,27991
S,SC,canelinha,12553,8494
S,SC,canoinhas,54558,42316
S,SC,capinzal,23218,19921
S,SC,capivari de baixo,25477,19730
S,SC,catanduvas,11106,8300
S,SC,caxambu do sul,3462,3168
S,SC,celso ramos,2709,2177
S,SC,cerro negro,3013,1949
S,SC,chapadao do lageado,3025,2405
S,SC,chapeco,227587,195551
S,SC,cocal do sul,16956,14719
S,SC,concordia,75683,74779
S,SC,cordilheira alta,4585,4046
S,SC,coronel freitas,9900,7887
S,SC,coronel martins,2560,1620
S,SC,corupa,16300,12536
S,SC,correia pinto,12315,11219
S,SC,criciuma,219393,169347
S,SC,cunha pora,11150,9594
S,SC,cunhatai,1972,1538
S,SC,curitibanos,40037,31114
S,SC,descanso,8136,7461
S,SC,dionisio cerqueira,15592,9979
S,SC,dona emma,4224,3244
S,SC,doutor pedrinho,4164,3101
S,SC,entre rios,3232,1971
S,SC,ermo,2059,3285
S,SC,erval velho,4423,3488
S,SC,faxinal dos guedes,10630,8925
S,SC,flor do sertao,1575,1224
S,SC,florianopolis,516524,374053
S,SC,formosa do sul,2481,1908
S,SC,forquilhinha,27621,23727
S,SC,fraiburgo,36723,26473
S,SC,frei rogerio,1918,1900
S,SC,galvao,2711,2295
S,SC,garopaba,24070,21062
S,SC,garuva,18816,12320
S,SC,gaspar,71925,52448
S,SC,governador celso ramos,14739,9937
S,SC,grao para,6621,5428
S,SC,gravatal,11652,10255
S,SC,guabiruba,24922,19213
S,SC,guaraciaba,9964,8097
S,SC,guaramirim,46757,33895
S,SC,guaruja do sul,5196,3903
S,SC,guatambu,4692,4881
S,SC,herval d'oeste,22820,16100
S,SC,ibiam,1952,1538
S,SC,ibicare,3154,3138
S,SC,ibirama,19238,16951
S,SC,icara,58055,51476
S,SC,ilhota,14531,10949
S,SC,imarui,9764,7499
S,SC,imbituba,45711,38680
S,SC,imbuia,6284,5122
S,SC,indaial,72346,55868
S,SC,iomere,2979,2418
S,SC,ipira,4367,3911
S,SC,ipora do oeste,9093,7909
S,SC,ipuacu,7643,3619
S,SC,ipumirim,7647,5911
S,SC,iraceminha,3901,3087
S,SC,irani,10575,7517
S,SC,irati,1887,1534
S,SC,irineopolis,11354,7284
S,SC,ita,6091,5253
S,SC,itaiopolis,21889,15963
S,SC,itajai,226617,192505
S,SC,itapema,69323,50669
S,SC,itapiranga,17139,14259
S,SC,itapoa,21766,14379
S,SC,ituporanga,25619,23111
S,SC,jabora,3899,3042
S,SC,jacinto machado,10337,9314
S,SC,jaguaruna,20547,16521
S,SC,jaragua do sul,184579,131256
S,SC,jardinopolis,1520,1318
S,SC,joacaba,30684,26352
S,SC,joinville,604708,446525
S,SC,jose boiteux,5019,3655
S,SC,jupia,2083,1711
S,SC,lacerdopolis,2248,2013
S,SC,lages,157158,125004
S,SC,laguna,46424,30906
S,SC,lajeado grande,1408,1139
S,SC,laurentino,7154,6250
