UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
SP;ANDRADINA;47979;23854;0;1227;398;3584;1084;0;115;123;10135;4957;182;0;1611;403;10;3;0;3;36;254
RS;ANDRE DA ROCHA;863;494;0;67;3;152;27;0;0;13;62;2;10;0;16;2;0;1;0;1;1;12
MG;ANDRELANDIA;5482;3371;0;180;5;540;176;0;14;42;911;84;33;0;80;7;3;2;0;0;2;32
SP;ANGATUBA;14462;8014;0;460;173;1327;365;0;18;74;2788;548;130;0;245;237;2;0;0;0;3;78
MG;ANGELANDIA;3045;1122;0;107;4;282;42;0;2;15;1327;69;41;0;22;3;0;0;0;0;6;3
MS;ANGELICA;7490;3184;0;354;83;904;113;0;3;55;1522;501;91;0;340;313;0;0;0;0;0;27
PE;ANGELIM;2265;969;0;61;11;207;25;0;6;45;808;74;10;0;24;22;0;0;0;0;0;3
SC;ANGELINA;4594;1940;0;257;18;489;105;0;0;19;1404;206;22;0;74;23;0;0;0;5;1;31
BA;ANGICAL;2582;876;0;53;6;317;24;0;0;25;1083;112;41;0;35;2;0;0;0;0;1;7
PI;ANGICAL DO PIAUI;2119;366;0;30;5;139;11;1;6;4;1235;294;10;0;4;7;0;0;0;0;6;1
TO;ANGICO;751;163;0;36;3;89;10;0;1;7;318;90;11;0;14;2;0;2;0;0;0;5
RN;ANGICOS;4115;1366;0;140;5;409;72;0;15;21;1829;149;18;0;54;9;0;0;0;0;1;27
RJ;ANGRA DOS REIS;64526;37335;0;1266;104;4348;2221;0;190;234;12517;4370;390;0;704;121;3;11;0;3;62;647
BA;ANGUERA;1722;839;0;25;4;75;67;0;2;9;620;28;15;0;20;10;0;0;0;0;1;7
PR;ANGULO;1966;1006;0;109;13;257;36;0;2;6;348;91;11;0;59;21;0;0;0;0;0;7
GO;ANHANGUERA;577;349;0;9;2;53;8;0;0;0;121;10;2;0;21;1;0;0;0;0;0;1
SP;ANHEMBI;2673;1697;0;109;13;297;93;0;5;34;266;22;35;0;79;16;0;0;0;1;0;6
SP;ANHUMAS;2144;1235;0;89;7;274;46;0;0;16;344;47;12;0;53;11;0;0;0;0;0;10
GO;ANICUNS;12874;6074;0;410;72;1278;249;0;110;32;2584;992;113;0;788;117;0;1;0;1;4;49
PI;ANISIO DE ABREU;1840;522;0;50;4;242;23;0;1;19;920;34;19;0;2;1;0;0;0;0;0;3
SC;ANITA GARIBALDI;5909;3480;0;152;22;694;170;0;0;17;1109;80;38;0;77;26;0;2;0;1;0;41
SC;ANITAPOLIS;2760;1241;0;174;10;305;64;0;0;9;755;103;17;0;37;11;0;4;0;1;0;29
AM;ANORI;543;27;0;14;2;43;3;0;0;4;332;112;3;0;0;1;0;0;0;0;2;0
RS;ANTA GORDA;5318;2978;0;309;135;587;143;0;2;27;649;90;23;0;124;192;1;4;0;4;0;50
BA;ANTAS;2543;680;0;40;4;172;17;0;0;12;1346;216;12;0;29;6;0;0;0;0;0;9
PR;ANTONINA;5853;3395;0;136;40;338;190;0;4;22;1217;249;48;0;137;45;0;0;0;2;6;24
CE;ANTONINA DO NORTE;2552;566;0;70;1;157;12;0;0;3;1594;109;8;0;22;2;0;1;0;0;1;6
PI;ANTONIO ALMEIDA;839;136;0;25;10;75;4;0;0;4;476;71;7;0;11;18;0;0;0;0;0;2
BA;ANTONIO CARDOSO;1662;621;0;19;2;52;29;0;1;31;834;29;24;0;10;8;0;0;0;0;0;2
MG;ANTONIO CARLOS;5366;3019;0;218;15;351;198;0;27;34;1273;26;49;0;113;23;0;1;0;0;2;17
SC;ANTONIO CARLOS;8651;3809;0;739;113;928;267;0;2;10;1638;547;20;0;279;123;1;6;0;8;3;158
MG;ANTONIO DIAS;3409;1707;0;139;46;237;57;0;5;20;1029;17;80;0;41;26;0;0;0;0;2;3
BA;ANTONIO GONCALVES;1917;715;0;32;6;174;32;0;0;20;857;39;18;0;11;7;0;0;0;0;0;6
MS;ANTONIO JOAO;4204;2048;0;174;83;738;90;0;0;13;719;53;38;0;82;136;0;0;0;0;0;30
RN;ANTONIO MARTINS;1944;527;0;49;0;118;16;0;2;12;1077;118;5;0;11;0;0;0;0;0;0;9
PR;ANTONIO OLINTO;4558;2415;0;246;27;493;100;0;1;11;1023;108;46;0;58;20;0;0;0;2;0;8
RS;ANTONIO PRADO;11325;6099;0;737;339;1654;482;0;9;17;911;173;50;0;198;392;0;10;0;12;2;240
MG;ANTONIO PRADO DE MINAS;919;413;0;21;0;61;24;0;52;8;301;10;4;0;22;0;0;0;0;0;0;3
PB;APARECIDA;2227;543;0;54;1;146;30;0;1;7;1162;244;20;0;12;2;0;0;0;0;0;5
SP;APARECIDA;22585;12807;0;734;52;1640;1238;1;57;103;4250;534;606;0;244;79;1;1;0;9;9;220
GO;APARECIDA DE GOIANIA;323414;154247;0;7928;2096;18707;6892;19;2907;536;90412;19930;729;0;13646;3734;4;20;1;21;64;1521
GO;APARECIDA DO RIO DOCE;1488;719;0;84;18;192;41;0;12;16;270;46;12;0;49;25;0;0;0;0;0;4
TO;APARECIDA DO RIO NEGRO;1625;468;0;69;20;156;20;0;2;15;606;182;10;0;31;37;0;0;0;0;1;8
MS;APARECIDA DO TABOADO;17181;7702;0;532;122;1630;329;0;72;67;3852;1917;97;0;597;127;1;0;0;2;17;117
SP;APARECIDA D'OESTE;3442;2009;0;120;4;352;70;0;4;14;533;123;32;0;166;5;0;0;0;0;0;10
RJ;APERIBE;6793;2505;0;144;7;302;80;0;239;24;2585;804;14;0;68;9;1;0;0;0;3;8
ES;APIACA;5034;2476;0;231;38;549;144;0;6;31;1187;173;12;0;51;52;0;1;0;0;8;75
MT;APIACAS;4788;733;0;202;44;616;66;0;11;9;2123;842;21;0;36;53;0;0;0;0;0;32
SP;APIAI;12703;6573;0;447;115;1087;381;0;4;84;3301;238;105;0;138;146;0;2;0;8;5;69
MA;APICUM-ACU;1283;221;0;17;2;134;12;0;0;12;679;197;5;0;2;0;0;0;0;0;0;2
SC;APIUNA;7092;4254;0;226;47;646;265;0;0;38;1030;195;28;0;235;56;1;5;0;3;0;63
RN;APODI;17231;4374;0;482;61;1031;115;0;364;50;7840;2600;62;0;139;36;0;2;0;0;1;74
BA;APORA;3168;951;0;55;3;155;53;0;0;40;1593;213;48;0;48;6;0;0;0;0;0;3
GO;APORE;2079;974;0;112;19;293;59;0;10;12;331;74;37;0;96;39;0;1;0;2;0;20
BA;APUAREMA;1274;388;0;33;2;107;42;0;0;7;615;61;13;0;4;0;0;0;0;0;0;2
PR;APUCARANA;92017;52647;0;2815;829;7789;2923;0;66;421;16475;4249;365;0;1287;1149;29;18;0;5;31;919
AM;APUI;4294;448;0;208;15;665;37;0;0;3;2224;593;35;0;18;32;0;0;0;0;3;13
CE;APUIARES;4493;958;0;116;0;252;27;0;1;9;2842;200;22;0;38;9;0;0;0;0;0;19
SE;AQUIDABA;5864;1725;0;138;9;266;39;0;47;21;3042;389;57;0;97;9;0;0;0;0;8;17
MS;AQUIDAUANA;21631;8278;0;450;84;2088;410;0;25;29;7516;1913;93;0;484;124;6;3;0;0;5;123
CE;AQUIRAZ;25329;10661;0;940;74;1579;546;0;104;138;9939;244;134;0;459;120;2;5;0;4;15;365
SC;ARABUTA;3410;1734;0;181;85;423;96;0;0;15;610;76;36;0;41;90;0;1;0;2;3;17
PB;ARACAGI;5155;1287;0;91;0;294;58;0;48;5;3092;192;67;0;10;1;0;0;0;0;0;10
MG;ARACAI;720;434;0;18;1;75;16;0;9;9;126;5;11;0;13;0;0;0;0;0;2;1
SE;ARACAJU;323571;176291;0;6039;879;21151;12288;13;6039;1104;66969;12330;2678;0;11085;1203;35;72;1;100;151;5143
SP;ARACARIGUAMA;11925;6971;0;553;144;1017;382;1;6;72;1987;178;63;0;212;219;0;10;0;14;0;96
BA;ARACAS;2378;1074;0;99;6;191;46;0;3;30;712;125;38;0;40;2;0;1;0;0;3;8
CE;ARACATI;25687;8509;0;650;47;1650;536;0;767;165;9879;2635;177;0;341;70;2;0;0;0;18;241
BA;ARACATU;3158;1249;0;147;20;381;31;0;0;41;1118;90;41;0;12;22;0;0;0;0;2;4
SP;ARACATUBA;179540;84774;0;3565;1301;11800;5730;5;1903;315;45805;15265;828;0;5006;1691;24;7;0;21;44;1456
BA;ARACI;9604;4120;0;312;32;936;203;0;6;34;3272;450;84;0;88;25;0;0;0;0;4;38
MG;ARACITABA;739;398;0;17;1;52;12;0;1;3;229;3;5;0;17;0;0;0;0;0;0;1
CE;ARACOIABA;6833;1974;0;152;4;328;59;0;7;28;4014;126;38;0;77;8;0;0;0;0;1;17
PE;ARACOIABA;3677;1489;0;104;3;152;156;0;132;48;1367;78;108;0;34;1;0;0;0;0;3;2
SP;ARACOIABA DA SERRA;22962;13294;0;590;92;1944;786;0;10;133;4742;535;34;0;423;100;2;5;0;22;6;244
ES;ARACRUZ;46870;22813;0;1655;629;4027;1117;1;39;245;8837;3553;563;0;1441;1394;4;4;0;57;51;440
GO;ARACU;2251;1089;0;39;8;228;45;0;10;10;539;122;14;0;124;17;0;0;0;0;3;3
MG;ARACUAI;14208;3996;0;300;20;1243;178;0;28;28;7212;711;160;0;218;24;1;3;0;1;31;54
GO;ARAGARCAS;16247;7140;0;485;74;1570;337;0;154;18;3897;1652;39;0;710;89;1;0;0;1;2;78
GO;ARAGOIANIA;5063;2389;0;120;16;493;84;0;44;4;1437;216;15;0;217;11;0;0;0;0;2;15
TO;ARAGOMINAS;1137;218;0;53;4;129;15;0;1;3;498;152;17;0;37;7;0;1;0;0;0;2
TO;ARAGUACEMA;1315;353;0;44;5;130;18;0;0;3;553;139;12;0;47;7;0;0;0;0;0;4
TO;ARAGUACU;4384;1336;0;138;36;569;63;0;19;13;1419;591;17;0;134;37;0;0;0;0;0;12
MT;ARAGUAIANA;988;321;0;32;3;142;14;0;2;3;297;110;8;0;49;3;0;0;0;0;0;4
TO;ARAGUAINA;128870;37593;0;3756;1470;13590;1938;2;182;164;37084;23105;728;0;6525;1631;29;6;0;4;23;1040
MT;ARAGUAINHA;200;75;0;13;0;41;6;0;0;2;43;11;1;0;8;0;0;0;0;0;0;0
MA;ARAGUANA;1550;284;0;22;4;101;2;0;2;0;1001;113;9;0;10;1;0;0;0;0;0;1
TO;ARAGUANA;1216;326;0;87;20;72;14;0;1;3;481;130;20;0;35;24;0;0;0;0;0;3
GO;ARAGUAPAZ;3965;1552;0;128;29;391;50;0;58;13;1125;302;21;0;257;28;0;0;0;0;0;11
MG;ARAGUARI;90036;42977;0;2603;1166;7244;2177;0;733;529;21015;5604;359;0;3303;1694;2;5;1;20;73;531
TO;ARAGUATINS;12599;2487;0;317;30;948;90;0;42;54;6074;2156;88;0;267;27;0;0;0;0;1;18
MA;ARAIOSES;1898;126;0;35;3;77;6;0;0;8;1474;133;29;0;3;3;0;0;0;0;0;1
MS;ARAL MOREIRA;3422;1485;0;265;105;612;78;0;0;17;518;35;40;0;54;163;1;1;0;0;2;46
BA;ARAMARI;1522;628;0;34;4;111;35;0;5;8;598;56;20;0;10;5;0;0;0;0;0;8
RS;ARAMBARE;2543;1422;0;87;19;218;75;0;3;6;489;44;13;0;96;25;0;11;0;10;0;25
MA;ARAME;6029;429;0;134;2;378;29;0;9;11;4327;680;4;0;13;4;0;0;0;0;0;9
SP;ARAMINA;3298;2198;0;107;47;352;90;0;7;15;224;32;30;0;102;79;0;0;0;1;1;13
SP;ARANDU;2973;1786;0;81;10;282;106;0;0;18;510;52;32;0;72;11;0;0;0;1;0;12
MG;ARANTINA;1362;773;0;61;0;103;29;0;1;7;321;31;4;0;26;2;1;0;0;0;0;3
SP;ARAPEI;1202;726;0;49;3;103;30;0;7;15;211;10;11;0;24;1;0;0;0;0;0;12
AL;ARAPIRACA;121591;38156;0;3198;523;7674;2186;1;1358;435;47452;15799;582;0;2307;988;10;3;0;0;38;881
TO;ARAPOEMA;2697;523;0;60;6;261;29;0;4;9;1348;348;20;0;79;6;0;0;0;0;0;4
MG;ARAPONGA;3811;1282;0;95;2;306;31;0;11;9;2002;17;21;0;12;3;0;0;0;0;10;10
PR;ARAPONGAS;93976;48925;0;3545;982;7192;2627;0;315;284;17223;9164;198;0;1428;1220;10;8;0;7;40;808
MG;ARAPORA;3702;1358;0;360;133;351;80;0;55;27;692;193;74;0;205;167;0;0;0;0;0;7
PR;ARAPOTI;16465;8786;0;887;291;2030;604;0;20;45;2468;462;91;0;280;355;0;0;0;2;12;132
MG;ARAPUA;1826;864;0;78;22;229;16;0;3;9;463;48;29;0;25;34;0;0;0;0;2;4
PR;ARAPUA;2368;1022;0;142;34;300;26;0;0;6;657;56;36;0;24;60;0;2;0;0;0;3
MT;ARAPUTANGA;11314;3436;0;331;45;1036;196;0;53;17;4252;1616;36;0;165;86;0;1;0;0;2;42
SC;ARAQUARI;21339;10972;0;1110;869;1557;560;0;2;79;2936;522;86;0;774;1504;5;53;0;60;2;248
PB;ARARA;2275;913;0;95;9;193;83;0;1;12;799;123;20;0;14;8;0;0;0;0;1;4
SC;ARARANGUA;61297;33083;0;1444;1080;3986;1991;0;102;104;10183;4567;195;0;2015;1646;5;71;0;12;5;808
SP;ARARAQUARA;190139;109558;0;3959;1613;12784;6652;15;844;509;39386;5836;1217;0;3659;2411;14;14;0;22;69;1577
SP;ARARAS;107261;58426;0;2456;749;7093;3503;0;724;354;22251;8223;412;0;1256;934;19;8;0;41;13;799
CE;ARARENDA;3625;605;0;46;0;227;20;0;1;38;2416;215;36;0;13;0;0;0;0;0;1;7
MA;ARARI;7160;1089;0;111;5;358;59;0;23;16;4159;1290;14;0;25;5;0;0;0;0;0;6
RS;ARARICA;4346;2615;0;124;17;311;117;0;6;12;724;154;27;0;175;15;0;5;0;17;0;27
CE;ARARIPE;6785;1643;0;164;0;504;55;0;0;74;4104;83;77;0;66;1;0;1;0;0;1;12
PE;ARARIPINA;34071;7796;0;1081;119;2011;242;0;32;113;19188;2865;91;0;233;166;1;2;0;0;56;75
RJ;ARARUAMA;69621;42260;0;1957;144;4076;2525;0;1558;319;12002;2340;191;0;1387;225;5;19;0;2;26;585
PB;ARARUNA;4413;1332;0;109;1;258;63;0;5;45;2195;360;19;0;19;0;0;1;0;0;0;6
PR;ARARUNA;9733;4798;0;506;90;1058;195;0;5;27;2256;457;56;0;136;109;1;2;0;1;7;29
BA;ARATACA;1170;428;0;42;1;135;31;0;0;3;489;18;5;0;13;0;0;0;0;0;0;5
RS;ARATIBA;5007;2899;0;209;15;591;147;0;0;32;881;64;44;0;66;17;0;4;0;1;0;37
CE;ARATUBA;3403;644;0;92;0;231;15;0;2;1;2324;48;23;0;8;0;0;0;0;0;3;12
BA;ARATUIPE;1522;492;0;47;0;106;51;0;0;13;753;23;20;0;15;0;0;0;0;0;1;1
SE;ARAUA;2510;955;0;57;4;121;24;0;32;20;1105;100;31;0;53;2;0;0;0;0;0;6
PR;ARAUCARIA;95317;59608;0;3156;2081;7049;3107;0;45;370;11822;1708;633;1;1858;3218;17;17;0;36;10;581
MG;ARAUJOS;4965;2576;0;161;14;546;69;0;7;12;1127;173;14;0;208;28;3;0;0;0;4;23
MG;ARAXA;73455;41811;0;2002;564;7603;2307;0;576;280;12517;2212;421;0;1607;711;11;3;0;11;62;757
MG;ARCEBURGO;5368;3112;0;198;20;464;105;0;21;26;1045;167;79;0;70;40;1;2;0;0;2;16
SP;ARCO-IRIS;1052;532;0;74;6;125;20;0;1;5;212;27;11;0;32;4;0;0;0;0;0;3
MG;ARCOS;31245;15221;0;1371;798;2670;753;0;58;124;6697;1087;323;0;797;1123;12;7;0;13;12;179
PE;ARCOVERDE;30823;13955;0;1274;132;2301;529;0;972;219;8807;1526;160;0;515;203;0;1;0;0;21;208
MG;AREADO;8294;5230;0;276;25;841;186;0;67;30;1218;82;108;0;144;37;1;1;0;0;0;48
RJ;AREAL;6610;3621;0;208;27;517;198;0;21;44;1453;297;55;0;93;25;0;1;0;0;0;50
SP;AREALVA;4906;2631;0;225;25;665;154;0;2;24;798;130;39;0;160;21;2;0;0;0;1;29
PB;AREIA;6290;2422;0;138;6;437;135;0;11;47;2656;325;31;0;37;13;0;0;0;0;1;31
RN;AREIA BRANCA;9639;3144;0;195;41;526;127;0;237;47;3170;1803;76;0;108;86;0;0;0;0;7;72
SE;AREIA BRANCA;4864;1837;0;170;18;285;58;0;207;26;1844;189;26;0;169;16;0;0;0;0;10;9
PB;AREIA DE BARAUNAS;331;117;0;8;0;25;3;0;2;4;165;5;2;0;0;0;0;0;0;0;0;0
PB;AREIAL;1416;707;0;60;5;93;29;0;5;18;441;35;12;0;8;2;0;0;0;0;0;1
SP;AREIAS;1742;1077;0;60;0;153;54;0;4;4;331;10;8;0;29;0;0;0;0;0;0;12
SP;AREIOPOLIS;5659;3593;0;169;50;383;166;0;7;37;688;120;159;0;208;57;1;0;0;0;0;21
MT;ARENAPOLIS;7255;2290;0;264;131;739;100;0;9;14;2215;1061;74;0;114;207;0;0;0;0;2;35
GO;ARENOPOLIS;1285;525;0;30;1;213;28;0;16;15;341;25;11;0;69;1;0;0;0;0;0;10
RN;ARES;3047;1223;0;87;4;185;39;0;57;10;1099;79;50;0;144;43;0;0;0;0;0;27
MG;ARGIRITA;946;540;0;34;2;110;21;0;4;7;177;9;13;0;24;1;1;0;0;0;1;2
MG;ARICANDUVA;1485;440;0;31;0;132;13;0;0;3;809;22;17;0;9;0;0;0;0;0;7;2
MG;ARINOS;6805;2937;0;365;56;660;114;0;19;39;1820;216;150;0;320;85;2;3;0;1;1;17
MT;ARIPUANA;12867;2114;0;587;68;1855;297;0;4;20;5928;1582;73;0;148;101;0;0;0;0;3;87
RO;ARIQUEMES;80881;19494;0;2233;452;8154;812;2;847;51;29277;15873;259;1;2021;990;0;3;0;1;28;383
SP;ARIRANHA;6113;3397;0;278;94;574;167;0;5;27;729;84;174;0;253;310;1;0;0;2;3;15
PR;ARIRANHA DO IVAI;1489;731;0;62;7;243;16;0;0;4;373;10;24;0;4;14;0;0;0;0;0;1
RJ;ARMACAO DOS BUZIOS;22821;12407;0;397;13;1644;1099;0;362;352;4223;1284;67;0;424;17;0;6;0;4;12;510
SC;ARMAZEM;8222;3957;0;305;332;668;196;0;4;17;1592;481;19;0;172;376;1;6;0;2;0;94
CE;ARNEIROZ;2019;338;0;45;0;129;13;0;3;15;1359;98;5;0;12;0;0;0;0;0;0;2
PI;AROAZES;1204;294;0;23;0;72;11;0;4;10;639;139;10;0;2;0;0;0;0;0;0;0
PB;AROEIRAS;2978;1027;0;109;1;258;68;0;1;77;1300;93;24;0;9;4;0;0;0;0;0;7
PI;AROEIRAS DO ITAIM;713;113;0;21;0;32;7;0;0;0;494;33;13;0;0;0;0;0;0;0;0;0
PI;ARRAIAL;853;137;0;14;4;59;5;0;1;2;565;50;5;0;2;6;0;0;0;0;1;2
RJ;ARRAIAL DO CABO;12843;7964;0;204;12;820;590;0;117;76;1982;631;17;0;259;13;0;1;0;1;4;152
TO;ARRAIAS;2377;929;0;64;6;366;28;0;1;2;753;156;13;0;54;1;0;0;0;0;2;2
RS;ARROIO DO MEIO;18078;9450;0;736;137;1376;775;1;10;63;3036;1297;69;0;640;215;0;17;0;53;3;200
RS;ARROIO DO PADRE;2233;1131;0;156;24;216;45;0;0;4;551;14;17;0;31;26;0;0;0;14;0;4
RS;ARROIO DO SAL;5410;3257;0;139;10;414;209;0;6;12;742;188;19;0;316;15;2;16;0;9;2;54
RS;ARROIO DO TIGRE;8114;4523;0;360;44;902;239;0;0;25;1552;157;52;0;141;36;1;4;0;3;3;72
RS;ARROIO DOS RATOS;8468;5149;0;270;55;616;280;0;12;29;1491;147;91;0;211;61;1;7;0;10;3;35
RS;ARROIO GRANDE;12458;6673;0;335;79;1133;299;2;13;25;2709;375;76;0;523;142;0;8;0;17;0;49
SC;ARROIO TRINTA;3613;1757;0;200;152;516;71;0;0;16;497;132;29;0;66;142;0;0;0;1;0;34
SP;ARTUR NOGUEIRA;40741;23178;0;1116;207;3383;1422;0;71;141;8371;1442;196;0;715;225;0;7;0;1;6;260
GO;ARUANA;3092;1103;0;86;14;295;59;0;53;4;880;304;24;0;224;29;0;0;0;0;3;14
SP;ARUJA;59158;36803;0;2791;709;5095;2826;0;57;292;6706;1066;413;0;633;789;3;24;0;93;23;835
SC;ARVOREDO;1665;850;0;78;5;208;38;0;0;46;360;32;14;0;18;7;0;1;0;2;0;6
RS;ARVOREZINHA;8722;5286;0;585;88;1109;245;0;2;39;889;117;62;0;118;105;0;13;0;12;1;51
SC;ASCURRA;7062;4241;0;294;68;643;262;0;1;21;897;237;56;0;166;71;1;5;0;6;1;92
SP;ASPASIA;1200;666;0;22;8;125;15;0;2;6;239;20;5;0;79;12;0;0;0;0;0;1
PR;ASSAI;11479;6189;0;524;55;1133;305;0;28;36;2315;605;53;0;94;88;0;1;0;1;4;48
CE;ASSARE;6771;1330;0;147;2;510;51;0;6;61;4285;280;16;0;60;4;0;0;0;0;0;19
SP;ASSIS;83854;42821;0;2038;774;6652;2354;0;598;209;19539;4539;424;0;1976;1213;14;5;0;29;9;660
AC;ASSIS BRASIL;2017;371;0;25;0;170;23;0;2;3;1261;135;4;0;20;0;0;0;0;0;0;3
PR;ASSIS CHATEAUBRIAND;28429;14138;0;1355;337;3328;598;0;30;70;4575;2560;106;0;706;426;1;2;0;3;13;181
PB;ASSUNCAO;623;257;0;34;0;64;9;0;1;6;204;31;6;0;5;1;0;0;0;0;0;5
PI;ASSUNCAO DO PIAUI;670;149;0;12;0;134;7;0;0;0;349;12;5;0;0;0;0;0;0;0;0;2
MG;ASTOLFO DUTRA;7351;3651;0;303;38;688;168;0;69;10;2000;204;27;0;127;30;1;0;0;0;5;30
PR;ASTORGA;19296;9852;0;817;343;2064;460;0;27;66;2884;1557;113;0;423;582;1;0;0;0;7;100
AL;ATALAIA;7525;4009;0;237;13;324;191;0;81;45;1770;168;165;0;434;53;0;0;0;0;2;33
PR;ATALAIA;2890;1367;0;145;41;340;60;0;1;12;596;139;39;0;79;65;0;0;0;0;1;5
AM;ATALAIA DO NORTE;535;20;0;3;0;32;5;0;0;1;291;181;1;0;0;0;0;0;0;0;0;1
SC;ATALANTA;2907;1582;0;108;15;281;71;0;1;3;616;126;10;0;66;11;0;1;0;1;0;15
MG;ATALEIA;3324;1244;0;100;10;277;55;0;22;31;1451;41;50;0;25;12;1;0;0;0;1;4
SP;ATIBAIA;123167;71825;0;2705;704;9735;5236;0;110;428;23979;3509;344;0;1367;1377;8;12;0;42;20;1766
ES;ATILIO VIVACQUA;6155;2514;0;268;53;568;111;0;2;21;2141;296;32;0;45;55;0;0;0;3;4;42
TO;AUGUSTINOPOLIS;7257;1425;0;229;19;558;51;0;21;33;3542;1165;43;0;125;23;0;0;0;1;1;21
PA;AUGUSTO CORREA;3729;912;0;91;3;334;28;0;1;4;2004;213;90;0;27;4;0;0;0;0;2;16
MG;AUGUSTO DE LIMA;1454;761;0;40;3;143;28;0;12;6;376;21;22;0;31;7;0;0;0;0;0;4
RS;AUGUSTO PESTANA;6423;3126;0;637;92;985;151;0;3;20;995;68;44;0;138;120;0;3;0;0;0;41
RS;AUREA;2742;1548;0;205;21;407;62;0;0;4;418;17;10;0;7;24;0;0;0;0;1;18
BA;AURELINO LEAL;1628;690;0;48;1;131;92;0;0;10;553;61;17;0;19;2;0;0;0;0;0;4
SP;AURIFLAMA;11548;5992;0;380;71;1154;374;0;14;36;2337;494;66;0;455;85;1;1;0;1;1;86
GO;AURILANDIA;1609;772;0;36;1;185;27;0;36;5;423;37;5;0;78;1;0;0;0;0;0;3
CE;AURORA;6288;1367;0;131;16;416;36;0;1;36;4016;176;20;0;32;17;0;1;0;0;0;23
SC;AURORA;5559;2618;0;230;298;596;153;0;0;4;729;202;21;0;171;494;1;1;0;0;0;41
PA;AURORA DO PARA;3105;868;0;109;17;274;28;0;1;15;1552;63;89;0;63;20;0;0;0;0;0;6
TO;AURORA DO TOCANTINS;836;306;0;14;1;91;9;0;0;1;342;42;5;0;20;3;0;0;0;0;0;2
AM;AUTAZES;2281;269;0;56;1;159;34;0;3;7;1257;443;31;0;2;0;0;0;0;0;16;3
SP;AVAI;2256;1318;0;101;43;209;77;0;1;20;262;22;31;0;91;70;0;0;0;1;0;10
SP;AVANHANDAVA;6341;3418;0;188;79;445;136;0;7;11;1221;262;86;0;276;184;0;0;0;2;0;26
SP;AVARE;68857;39295;0;1525;309;5404;2532;0;91;151;12767;3447;279;0;1879;469;3;5;0;3;9;689
PA;AVEIRO;324;16;0;7;3;27;1;0;0;0;219;29;6;0;7;8;0;0;0;0;0;1
PI;AVELINO LOPES;1887;353;0;39;0;276;53;0;0;11;953;184;8;0;1;0;0;0;0;0;1;8
GO;AVELINOPOLIS;1401;645;0;62;5;171;32;0;9;3;343;43;3;0;73;8;0;0;0;0;0;4
MA;AXIXA;2427;327;0;34;1;175;7;0;1;8;1739;112;17;0;3;0;0;0;0;0;1;2
TO;AXIXA DO TOCANTINS;3186;616;0;49;3;216;27;0;9;13;1839;347;14;0;48;0;0;0;0;0;0;5
TO;BABACULANDIA;2044;377;0;198;23;165;27;0;0;15;708;436;25;0;43;23;0;0;0;1;0;3
MA;BACABAL;44181;7617;0;1057;81;2314;327;0;306;114;24470;7051;94;0;401;123;2;1;0;0;12;211
MA;BACABEIRA;3521;1126;0;150;47;309;38;0;8;14;1312;321;86;0;40;59;0;1;0;0;0;10
MA;BACURI;1228;243;0;18;0;101;13;0;0;8;672;160;9;0;0;0;0;0;0;0;0;4
MA;BACURITUBA;810;42;0;8;0;30;3;0;0;0;649;70;6;0;0;0;0;1;0;0;0;1
SP;BADY BASSITT;14934;8489;0;443;234;1392;494;0;28;40;2419;357;67;0;583;284;1;1;0;18;2;82
MG;BAEPENDI;11315;5493;0;484;26;966;388;0;11;80;3317;229;38;0;122;42;1;1;0;0;0;117
RS;BAGE;77557;45676;0;1613;414;6505;2574;0;41;253;14396;1837;436;0;2426;666;11;45;0;30;14;620
PA;BAGRE;235;16;0;2;0;13;1;0;0;0;163;36;2;0;1;0;0;0;0;0;0;1
PB;BAIA DA TRAICAO;1742;491;0;13;0;110;23;0;4;11;987;72;17;0;6;1;0;0;0;0;0;7
RN;BAIA FORMOSA;1901;898;0;55;3;128;38;0;3;5;535;58;32;0;85;27;1;0;0;0;0;33
BA;BAIANOPOLIS;2745;897;0;76;20;368;32;0;0;11;1078;119;50;0;55;31;0;1;0;0;0;7
PA;BAIAO;2495;324;0;69;1;236;27;0;0;5;1455;337;28;0;3;0;0;0;0;0;2;8
BA;BAIXA GRANDE;3900;1416;0;130;3;402;71;0;0;87;1559;109;62;0;40;3;0;0;0;0;1;17
PI;BAIXA GRANDE DO RIBEIRO;3153;504;0;156;118;346;24;0;1;5;1324;351;31;0;23;256;0;1;0;0;2;11
CE;BAIXIO;1639;531;0;29;0;121;30;0;0;26;793;68;25;0;9;0;0;0;0;0;0;7
ES;BAIXO GUANDU;20403;8677;0;612;234;2068;332;0;12;52;5966;1691;103;0;245;274;2;1;0;9;16;109
SP;BALBINOS;802;521;0;26;2;77;28;0;0;2;97;19;7;0;17;4;0;0;0;0;0;2
MG;BALDIM;3505;1865;0;238;12;377;73;0;29;14;752;54;29;0;45;7;0;0;0;0;1;9
GO;BALIZA;463;190;0;10;3;76;15;0;3;2;109;25;10;0;16;2;0;0;0;0;0;2
