UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
PE;SERRITA;3388;926;0;108;3;254;23;0;21;12;1863;113;15;0;25;9;0;0;0;0;3;13
MG;SERRO;7981;3813;0;224;7;827;155;0;17;30;2636;54;87;0;69;7;1;0;0;3;7;44
BA;SERROLANDIA;3583;1266;0;77;5;297;58;0;0;63;1477;246;26;0;55;3;0;0;0;0;3;7
PR;SERTANEJA;4225;2294;0;250;55;505;134;0;4;21;600;153;44;0;78;70;0;0;0;0;0;17
PE;SERTANIA;16926;4469;0;492;22;930;137;0;122;100;9787;595;61;0;134;49;1;0;0;0;5;22
PR;SERTANOPOLIS;13680;6096;0;704;325;1612;241;0;59;32;2298;1260;84;0;380;500;1;1;0;0;4;83
RS;SERTAO;5088;2916;0;328;100;688;154;0;0;22;568;44;46;0;63;111;0;7;0;0;0;41
RS;SERTAO SANTANA;4731;2488;0;192;38;402;101;0;1;5;1243;40;25;0;118;47;0;1;0;12;0;18
PB;SERTAOZINHO;1380;443;0;12;0;77;11;0;18;1;713;82;18;0;3;0;0;0;0;0;0;2
SP;SERTAOZINHO;97609;48644;0;2886;923;7393;3214;0;1028;196;20492;6922;697;0;2545;1715;3;4;0;107;56;784
SP;SETE BARRAS;6230;2858;0;293;5;625;139;0;4;75;1815;156;34;0;192;4;1;0;0;3;3;23
RS;SETE DE SETEMBRO;1336;657;0;141;16;187;23;0;0;4;244;13;13;0;12;21;0;1;0;1;0;3
MG;SETE LAGOAS;138639;74960;0;3777;1392;12415;4388;0;1727;455;29021;4325;826;1;2573;1786;15;13;1;27;42;895
MS;SETE QUEDAS;5105;2001;0;312;129;647;95;0;2;11;1281;197;29;0;111;249;0;0;0;2;1;38
MG;SETUBINHA;1766;577;0;42;0;147;17;0;3;12;882;31;45;0;6;0;0;0;0;0;0;4
RS;SEVERIANO DE ALMEIDA;2882;1593;0;137;43;413;64;0;0;16;495;25;20;0;24;30;0;3;0;0;0;19
RN;SEVERIANO MELO;2454;661;0;46;13;204;16;0;9;11;1242;203;9;0;20;7;0;0;0;0;1;12
SP;SEVERINIA;9270;5584;0;340;154;757;319;0;20;27;1056;295;286;0;188;206;3;2;0;3;1;29
SC;SIDEROPOLIS;10906;5871;0;445;232;914;356;0;7;25;1939;294;76;0;269;318;0;3;0;6;1;150
MS;SIDROLANDIA;22499;9740;0;877;493;2623;442;0;104;188;4849;1286;382;0;516;827;2;2;0;0;10;158
PI;SIGEFREDO PACHECO;1789;365;0;53;1;151;19;0;4;15;1043;114;14;0;7;1;0;0;0;0;0;2
RJ;SILVA JARDIM;8112;4239;0;328;41;556;291;0;54;65;1835;323;52;0;254;26;0;0;0;0;4;44
GO;SILVANIA;13840;5938;0;524;214;2034;299;0;60;49;2878;874;60;0;489;342;0;2;0;0;0;77
TO;SILVANOPOLIS;1886;579;0;63;49;197;29;0;1;2;606;204;8;0;56;87;0;0;0;0;0;5
RS;SILVEIRA MARTINS;1778;875;0;142;43;266;41;0;0;2;246;23;9;0;50;66;0;0;0;5;0;10
MG;SILVEIRANIA;1077;508;0;35;2;98;30;0;4;4;353;11;9;0;13;4;0;0;0;0;1;5
SP;SILVEIRAS;3317;1880;0;102;3;274;82;1;4;23;870;9;7;0;43;2;0;0;0;0;0;17
AM;SILVES;536;57;0;12;0;42;10;0;0;9;236;54;4;0;0;108;0;0;0;0;4;0
MG;SILVIANOPOLIS;3070;1698;0;113;11;352;65;0;9;16;668;56;21;0;37;9;0;0;0;0;3;12
SE;SIMAO DIAS;17232;4918;0;302;28;998;142;0;221;52;8737;1228;331;0;200;27;0;0;0;0;10;38
MG;SIMAO PEREIRA;2155;1354;0;75;5;220;93;0;3;18;249;26;11;0;53;6;0;1;0;1;3;37
PI;SIMOES;3074;799;0;160;12;361;50;0;0;32;1444;148;24;0;21;16;0;0;0;0;0;7
BA;SIMOES FILHO;42994;19893;0;2725;1244;3019;1595;7;259;617;8093;1242;825;0;543;2596;16;6;0;32;27;255
GO;SIMOLANDIA;2875;1283;0;167;31;333;35;0;18;5;634;206;13;0;122;23;0;0;0;0;0;5
MG;SIMONESIA;11398;4434;0;405;9;1284;142;0;21;22;4807;84;59;0;84;11;0;0;0;1;3;32
PI;SIMPLICIO MENDES;4166;1080;0;97;12;444;66;0;4;18;1999;371;15;0;20;22;0;0;0;0;11;7
RS;SINIMBU;5109;2768;0;155;5;340;115;0;2;4;1529;78;9;0;64;8;0;1;0;12;1;18
MT;SINOP;138487;46190;0;4447;2611;15951;3011;0;727;165;35142;20777;279;1;3034;4341;4;11;1;20;54;1721
PR;SIQUEIRA CAMPOS;14229;7354;0;492;117;1364;471;0;8;29;3031;825;91;0;200;147;0;1;0;2;8;89
PE;SIRINHAEM;7341;3477;0;251;15;329;396;0;143;61;2026;106;114;0;357;18;0;0;0;0;1;47
SE;SIRIRI;1748;759;0;42;3;103;23;0;29;16;534;52;140;0;39;6;0;0;0;0;0;2
GO;SITIO D'ABADIA;597;272;0;14;0;98;12;0;2;4;159;9;8;0;16;0;0;0;0;0;0;3
BA;SITIO DO MATO;1684;380;0;51;8;189;11;0;0;15;945;27;30;0;14;10;0;0;0;0;1;3
BA;SITIO DO QUINTO;1978;577;0;23;0;119;7;0;0;7;1160;57;14;0;7;0;0;0;0;1;2;4
MA;SITIO NOVO;4221;489;0;98;3;448;30;0;1;8;2676;418;12;0;24;7;0;0;0;0;1;6
RN;SITIO NOVO;937;369;0;23;0;68;16;0;2;15;417;16;3;0;7;1;0;0;0;0;0;0
TO;SITIO NOVO DO TOCANTINS;2531;560;0;48;4;153;8;0;15;9;1424;252;17;0;30;8;0;0;0;0;1;2
BA;SOBRADINHO;5984;2380;0;123;4;551;95;0;22;40;2459;216;32;0;33;8;0;1;0;0;4;16
RS;SOBRADINHO;9550;5818;0;354;86;999;321;0;7;22;1307;114;70;0;217;93;1;5;0;5;0;131
PB;SOBRADO;2946;821;0;87;1;299;13;0;13;4;1532;144;9;0;13;6;0;0;0;0;1;3
CE;SOBRAL;101786;27578;0;1852;314;4734;1112;2;665;250;47892;14491;504;0;797;425;18;10;0;2;135;1005
MG;SOBRALIA;2185;1011;0;42;0;177;21;0;8;3;848;38;11;0;24;0;0;0;0;0;0;2
SP;SOCORRO;33530;16713;0;1037;98;3395;915;0;21;173;9049;1360;67;0;315;110;3;0;0;6;10;258
PI;SOCORRO DO PIAUI;584;137;0;13;0;90;10;0;1;7;285;35;4;0;0;0;0;0;0;1;0;1
PB;SOLANEA;8808;3499;0;281;5;636;179;0;8;40;3390;603;50;0;52;5;0;1;0;0;7;52
PB;SOLEDADE;4692;1664;0;211;25;299;48;0;19;30;2018;243;33;0;39;40;0;0;0;0;3;20
RS;SOLEDADE;20197;12623;0;752;212;2301;779;0;5;55;2087;304;167;0;352;284;7;28;0;11;2;228
MG;SOLEDADE DE MINAS;2472;1161;0;62;4;189;65;0;4;26;851;59;5;0;31;0;0;2;0;0;1;12
PE;SOLIDAO;1224;313;0;22;1;103;14;0;5;8;685;27;10;0;33;1;0;0;0;0;0;2
CE;SOLONOPOLE;6832;1205;0;116;4;436;27;0;7;23;4750;180;28;0;29;3;0;1;0;0;2;21
SC;SOMBRIO;26093;14793;0;919;415;1696;838;0;30;90;4042;1396;96;0;947;465;4;33;0;6;8;315
MS;SONORA;9551;3064;0;301;189;924;108;0;10;44;2876;1101;117;1;388;388;0;0;0;1;4;35
ES;SOORETAMA;10271;4295;0;443;39;1016;150;0;3;26;3291;579;79;0;259;42;0;0;0;12;3;34
SP;SOROCABA;501153;320449;0;8163;1870;33393;19636;18;186;1605;87986;13321;1689;3;5592;1945;14;64;5;237;56;4921
MT;SORRISO;83185;24595;0;3105;2951;10579;1939;0;88;142;18353;11858;308;0;2391;5457;4;15;1;5;35;1359
PB;SOSSEGO;469;244;0;25;0;44;5;0;0;4;131;4;6;0;5;0;0;0;0;0;0;1
PA;SOURE;3502;494;0;49;7;117;48;0;5;5;2101;614;17;0;12;5;2;0;0;0;8;18
PB;SOUSA;33606;9122;0;1052;118;1849;262;0;166;58;15347;4906;86;0;218;178;0;1;0;0;18;225
BA;SOUTO SOARES;3418;1791;0;138;34;339;32;0;0;24;888;37;40;0;26;66;0;0;0;0;0;3
TO;SUCUPIRA;555;181;0;18;0;57;14;0;0;2;227;33;7;0;14;2;0;0;0;0;0;0
MA;SUCUPIRA DO NORTE;1583;182;0;37;1;151;4;0;0;5;1111;77;6;0;2;0;0;0;0;0;0;7
MA;SUCUPIRA DO RIACHAO;1036;119;0;13;2;76;2;0;0;10;747;43;6;0;13;4;0;0;0;0;0;1
SP;SUD MENNUCCI;4552;2665;0;160;24;443;104;0;8;18;528;191;76;0;233;88;0;1;0;3;1;9
SC;SUL BRASIL;1956;1051;0;69;9;160;41;0;0;8;502;64;14;0;17;15;0;0;0;1;0;5
PR;SULINA;2291;1259;0;106;9;252;62;0;0;6;424;91;17;0;32;18;1;1;0;0;0;13
SP;SUMARE;186262;120403;0;3405;2276;12761;5663;5;234;729;30072;3828;793;0;2268;2791;3;13;0;25;29;964
PB;SUME;4813;1855;0;144;11;450;70;0;16;38;1942;212;26;0;24;8;0;0;0;0;1;16
RJ;SUMIDOURO;8696;3296;0;436;7;738;162;0;6;29;3167;674;25;0;103;11;0;1;0;0;3;38
PE;SURUBIM;28799;9965;0;950;188;2320;486;0;424;727;10995;1834;139;0;323;272;0;2;0;0;9;165
PI;SUSSUAPARA;2805;606;0;62;1;231;17;0;3;24;1405;420;13;0;12;1;0;0;0;0;2;8
SP;SUZANAPOLIS;2417;1298;0;107;46;263;51;0;1;9;295;62;25;0;178;68;1;0;0;0;1;12
SP;SUZANO;152801;105870;0;3720;657;9678;7351;0;167;995;17705;2301;917;1;1166;910;0;10;2;121;21;1209
RS;TABAI;3715;2120;0;222;26;279;77;0;0;19;686;76;19;0;144;14;0;8;0;12;1;12
MT;TABAPORA;5609;1325;0;251;160;749;96;0;9;6;2034;524;34;0;122;259;0;1;0;0;0;39
SP;TABAPUA;8683;4577;0;172;344;756;201;0;21;15;1296;269;70;0;336;596;0;1;0;1;4;24
AM;TABATINGA;10475;1059;0;96;0;301;125;0;3;11;5193;3625;7;0;2;1;0;1;0;0;34;17
SP;TABATINGA;10890;6451;0;381;125;1147;372;3;12;37;1447;192;222;0;313;143;2;0;0;0;3;40
PE;TABIRA;12936;4049;0;297;7;926;97;0;63;56;6219;792;52;0;312;23;0;0;0;1;9;33
SP;TABOAO DA SERRA;140416;86109;0;2609;475;8924;6821;3;38;973;26080;5078;522;0;747;711;5;26;0;42;21;1232
TO;TABOCAO;1316;346;0;38;10;108;17;0;0;6;528;189;9;0;27;37;0;0;0;0;0;1
BA;TABOCAS DO BREJO VELHO;2183;583;0;50;7;213;20;0;2;7;1171;77;16;0;22;11;0;0;0;0;1;3
RN;TABOLEIRO GRANDE;776;204;0;9;1;45;14;0;1;11;412;66;2;0;9;0;0;0;0;0;0;2
MG;TABULEIRO;1932;1025;0;80;0;176;50;0;24;15;490;12;12;0;41;0;0;0;0;1;2;4
CE;TABULEIRO DO NORTE;20209;3940;0;406;664;773;136;0;16;39;9468;3764;61;0;195;691;0;0;0;0;8;48
PE;TACAIMBO;3409;1243;0;138;3;243;52;0;31;49;1437;141;22;0;39;8;0;0;0;0;0;3
PE;TACARATU;3341;773;0;67;9;307;21;0;25;52;1744;280;9;0;33;14;0;0;0;0;0;7
SP;TACIBA;3408;1975;0;99;10;405;80;0;0;15;609;68;27;0;86;18;0;0;0;1;1;14
PB;TACIMA;1338;493;0;42;0;77;14;0;7;7;634;44;18;0;1;0;0;0;0;0;0;1
MS;TACURU;2944;1418;0;156;26;341;65;0;0;10;672;117;33;0;63;29;0;1;0;0;1;12
SP;TAGUAI;5822;3707;0;228;84;606;161;0;3;15;634;83;36;0;122;101;1;0;0;1;2;38
TO;TAGUATINGA;4853;1606;0;188;65;436;68;0;3;13;1814;413;35;0;141;49;0;0;0;0;3;19
SP;TAIACU;3422;1976;0;152;18;415;152;0;5;15;450;117;36;0;67;14;0;0;0;0;0;5
PA;TAILANDIA;25262;3585;0;913;245;1453;228;0;38;40;14416;3161;261;0;388;426;0;0;0;0;26;82
SC;TAIO;16207;8581;0;667;116;1618;541;0;7;27;2945;884;77;0;323;135;10;27;0;11;5;233
MG;TAIOBEIRAS;24733;7957;0;1133;126;2627;371;0;34;93;10074;1315;296;0;396;138;0;3;0;4;11;155
TO;TAIPAS DO TOCANTINS;353;122;0;11;4;43;6;0;0;1;132;21;3;0;5;4;0;0;0;0;0;1
RN;TAIPU;2486;1016;0;61;4;156;31;0;7;10;1073;33;39;0;35;7;0;0;0;0;0;14
SP;TAIUVA;3671;2159;0;166;46;436;134;0;10;15;345;140;33;0;115;50;1;0;0;0;1;20
TO;TALISMA;627;221;0;31;4;69;24;0;1;5;186;31;6;0;45;3;0;0;0;0;0;1
PE;TAMANDARE;5263;2055;0;81;5;288;165;0;254;46;1857;255;36;0;187;5;0;1;0;1;6;21
PR;TAMARANA;7455;3883;0;386;72;736;137;0;3;23;1796;178;63;0;56;92;0;2;0;2;3;23
SP;TAMBAU;16243;9908;0;621;85;1331;537;0;43;70;2642;456;86;0;211;90;2;1;0;1;12;147
PR;TAMBOARA;3329;1470;0;103;14;377;57;0;0;14;915;227;21;0;108;14;0;1;0;0;0;8
CE;TAMBORIL;8700;1789;0;155;0;554;55;0;3;35;5350;666;34;0;39;0;0;0;0;0;0;20
PI;TAMBORIL DO PIAUI;289;84;0;7;0;39;7;0;0;8;129;13;1;0;0;0;0;0;0;1;0;0
SP;TANABI;18956;10979;0;537;90;1607;470;0;72;62;3303;829;157;0;573;195;2;2;0;0;5;73
RN;TANGARA;4349;1668;0;158;11;270;45;0;112;11;1808;127;39;0;65;16;0;1;0;0;0;18
SC;TANGARA;6890;3599;0;459;110;874;225;0;1;21;1095;184;59;0;73;122;0;7;0;7;0;54
MT;TANGARA DA SERRA;76429;25880;0;2438;1481;7820;1761;0;255;105;20735;11082;281;0;1229;2534;1;4;0;6;46;771
RJ;TANGUA;10520;6198;0;416;41;687;306;0;133;60;1945;325;92;0;233;38;0;1;0;3;5;37
BA;TANHACU;6491;2328;0;334;32;909;76;0;0;87;2365;215;66;0;32;31;1;0;0;1;2;12
AL;TANQUE D'ARCA;1443;434;0;20;1;67;33;0;3;16;793;30;8;0;34;4;0;0;0;0;0;0
PI;TANQUE DO PIAUI;589;135;0;12;0;47;4;0;1;6;313;62;4;0;3;1;0;0;0;1;0;0
BA;TANQUE NOVO;5223;1929;0;297;145;836;35;0;1;26;1195;381;62;0;34;239;0;0;0;0;2;41
BA;TANQUINHO;1525;527;0;32;6;109;42;0;2;29;665;31;18;0;45;9;0;0;0;1;5;4
MG;TAPARUBA;1244;522;0;35;6;95;14;0;44;1;461;30;13;0;18;4;0;0;0;0;0;1
AM;TAPAUA;609;31;0;8;0;44;5;0;1;0;356;160;2;0;0;0;0;0;0;0;2;0
PR;TAPEJARA;10585;5368;0;483;142;823;236;2;0;20;1718;973;131;0;463;191;3;0;0;2;3;27
RS;TAPEJARA;19448;10743;0;937;181;2308;770;1;3;47;2635;799;136;0;270;299;0;15;0;7;3;294
RS;TAPERA;7852;4281;0;472;101;1055;324;0;5;27;929;176;42;0;222;122;0;8;0;2;0;86
BA;TAPEROA;3805;1139;0;157;6;533;83;0;4;45;1640;112;32;0;25;1;0;1;0;0;0;27
PB;TAPEROA;2577;910;0;95;1;211;33;0;2;22;1136;116;10;0;20;8;0;0;0;0;0;13
RS;TAPES;9461;5714;0;307;71;684;229;0;8;30;1534;335;40;0;299;76;5;11;0;21;3;94
MG;TAPIRA;2382;1196;0;172;5;380;79;0;4;23;389;17;30;0;65;5;0;0;0;0;1;16
PR;TAPIRA;4075;1911;0;175;15;381;67;0;2;8;1038;332;35;0;90;10;0;0;0;1;0;10
MG;TAPIRAI;692;356;0;25;1;105;12;0;0;7;157;7;11;0;10;1;0;0;0;0;0;0
SP;TAPIRAI;4020;2419;0;231;20;358;157;0;1;22;650;32;14;0;74;16;0;0;0;1;2;23
BA;TAPIRAMUTA;2117;1066;0;63;2;256;34;0;0;16;568;54;24;0;31;1;0;0;0;0;0;2
SP;TAPIRATIBA;7224;4654;0;371;73;605;176;0;10;40;827;71;97;0;146;108;1;0;0;0;4;41
MT;TAPURAH;9348;2832;0;466;397;1344;194;0;10;9;1963;958;59;0;315;663;0;1;0;0;21;116
RS;TAQUARA;38214;23186;0;984;68;2396;1524;1;57;66;6490;1338;271;1;1212;67;1;44;0;64;4;440
MG;TAQUARACU DE MINAS;1696;832;0;140;12;211;43;0;1;12;383;9;19;0;16;10;0;0;0;2;1;5
SP;TAQUARAL;1438;816;0;59;58;128;73;0;2;6;130;20;25;0;36;83;0;0;0;0;0;2
GO;TAQUARAL DE GOIAS;2031;1001;0;39;1;257;35;0;5;7;417;172;10;0;79;1;0;0;0;0;0;7
AL;TAQUARANA;5163;1301;0;110;7;321;51;0;3;78;2884;247;57;0;80;16;0;0;0;0;0;8
RS;TAQUARI;19840;10586;0;497;133;1203;525;1;21;50;4053;1591;149;0;692;182;3;33;0;35;8;78
SP;TAQUARITINGA;41979;23878;0;1721;304;3736;1427;0;130;148;7060;1634;383;0;940;380;5;2;0;1;13;217
PE;TAQUARITINGA DO NORTE;9806;3800;0;351;14;729;127;0;22;130;3408;942;48;0;143;20;0;1;0;0;1;70
SP;TAQUARITUBA;16507;8932;0;949;303;1867;448;1;8;78;2377;384;135;0;455;422;6;0;0;3;10;129
SP;TAQUARIVAI;2400;1304;0;103;31;276;54;0;1;16;455;43;21;0;53;32;0;0;0;0;0;11
RS;TAQUARUCU DO SUL;2369;1168;0;104;26;261;58;0;0;7;549;91;14;0;30;41;0;1;0;0;0;19
MS;TAQUARUSSU;1968;908;0;73;16;258;33;0;1;9;435;133;21;0;45;27;0;1;0;0;0;8
SP;TARABAI;3795;2314;0;133;15;265;92;0;0;14;688;111;35;0;92;27;0;1;0;1;0;7
AC;TARAUACA;5266;650;0;158;19;419;45;0;6;18;2537;1314;23;0;24;22;0;0;0;0;10;21
CE;TARRAFAS;2240;353;0;34;0;119;11;0;2;9;1479;210;11;0;8;1;0;0;0;0;0;3
AP;TARTARUGALZINHO;660;183;0;34;1;51;31;0;1;7;303;36;7;0;3;3;0;0;0;0;0;0
SP;TARUMA;8797;4859;0;397;192;716;247;0;15;53;1197;214;196;0;351;288;0;0;0;35;0;37
MG;TARUMIRIM;5726;2439;0;192;9;521;93;0;13;21;2139;141;38;0;86;12;3;0;0;0;2;17
MA;TASSO FRAGOSO;2120;258;0;92;14;209;9;0;0;7;1139;350;6;0;8;23;0;0;0;0;1;4
SP;TATUI;91230;45937;0;2756;517;6017;2501;1;396;195;22669;7313;742;1;1171;453;6;8;0;26;12;509
CE;TAUA;26534;5273;0;601;20;1582;196;0;237;157;15701;2344;73;0;179;36;0;1;0;3;14;117
SP;TAUBATE;225852;134274;0;3298;690;12665;8509;1;440;834;51508;7510;476;1;2647;779;3;20;0;37;46;2114
PB;TAVARES;1654;447;0;35;1;148;27;0;25;20;894;31;16;0;2;0;0;0;0;0;0;8
RS;TAVARES;3493;1948;0;171;35;344;91;0;2;25;563;34;31;0;165;49;0;3;0;3;0;29
AM;TEFE;12955;1036;0;87;1;408;68;0;1;22;7432;3736;27;0;8;2;1;1;0;0;109;16
PB;TEIXEIRA;7199;2260;0;117;3;518;76;0;149;33;3671;305;22;0;24;2;0;0;0;0;2;17
BA;TEIXEIRA DE FREITAS;70976;25545;0;1784;530;6601;1112;0;282;154;23447;7880;425;0;1824;849;17;2;0;1;70;453
PR;TEIXEIRA SOARES;5967;3279;0;266;77;671;118;0;2;43;999;94;219;0;81;88;0;0;0;0;1;29
MG;TEIXEIRAS;7391;3299;0;195;12;596;134;0;114;19;2757;101;23;0;103;14;0;1;0;2;2;19
RO;TEIXEIROPOLIS;2843;595;0;73;4;246;13;0;0;3;1557;285;20;0;30;10;0;0;0;0;0;7
CE;TEJUCUOCA;3980;879;0;118;0;220;33;0;0;14;2596;70;29;0;13;0;0;0;0;0;0;8
SP;TEJUPA;1545;947;0;61;2;185;59;0;1;35;183;15;12;0;36;1;1;0;0;0;0;7
PR;TELEMACO BORBA;51404;29415;0;1243;892;3828;1260;0;229;255;8743;2565;290;0;826;1252;4;0;0;115;19;468
SE;TELHA;941;293;0;18;3;32;10;0;21;10;470;61;7;0;14;1;0;0;0;0;1;0
RN;TENENTE ANANIAS;3627;1174;0;88;9;727;35;0;0;23;1303;186;7;0;29;13;0;0;0;0;0;33
RN;TENENTE LAURENTINO CRUZ;1865;701;0;60;4;227;24;0;2;12;728;63;6;0;23;12;0;0;0;0;0;3
RS;TENENTE PORTELA;9259;5024;0;401;63;846;307;0;1;20;1937;271;87;0;124;69;7;7;0;3;0;92
PB;TENORIO;428;208;0;15;2;52;18;0;0;1;122;2;4;0;4;0;0;0;0;0;0;0
BA;TEODORO SAMPAIO;954;423;0;22;0;77;23;0;0;18;348;9;16;0;17;0;0;0;0;0;0;1
SP;TEODORO SAMPAIO;13914;7244;0;387;108;1058;261;0;15;61;2742;973;332;0;504;178;0;0;0;1;4;46
BA;TEOFILANDIA;5777;2269;0;132;14;360;105;0;2;56;2518;183;48;0;45;19;0;0;0;0;3;23
MG;TEOFILO OTONI;63298;26295;0;1642;270;5609;1375;0;880;256;22098;2584;218;0;1143;393;31;6;0;4;62;432
BA;TEOLANDIA;3276;897;0;185;9;419;125;0;0;56;1487;44;23;0;9;8;0;5;0;0;2;7
AL;TEOTONIO VILELA;9359;2891;0;201;44;443;130;1;173;85;3813;935;236;0;274;96;0;0;0;0;1;36
MS;TERENOS;7555;3256;0;414;127;964;165;0;16;18;1877;273;79;0;150;178;0;3;0;3;2;30
PI;TERESINA;532757;224185;0;12550;1294;41042;11807;19;5153;1253;189154;28023;4315;0;4350;1987;128;41;0;15;608;6833
GO;TERESINA DE GOIAS;632;328;0;20;0;72;17;0;1;2;144;15;2;0;24;0;0;0;0;0;0;7
RJ;TERESOPOLIS;101882;62563;0;2666;175;6756;3860;0;81;377;19639;3159;269;0;1200;167;3;15;0;3;18;931
PE;TEREZINHA;1735;511;0;33;0;122;7;0;0;16;967;36;19;0;12;7;0;0;0;0;1;4
GO;TEREZOPOLIS DE GOIAS;3154;1546;0;143;22;325;73;0;8;6;621;153;30;0;189;26;0;0;0;0;0;12
PA;TERRA ALTA;1618;490;0;22;2;105;23;0;3;16;813;73;19;0;48;1;0;0;0;0;0;3
PR;TERRA BOA;12815;6337;0;431;169;1175;175;0;19;20;2217;1504;144;0;233;319;0;2;1;15;6;48
RS;TERRA DE AREIA;7711;4450;0;362;136;674;237;0;7;17;1025;186;48;0;346;137;0;30;0;12;2;42
BA;TERRA NOVA;1498;778;0;33;1;96;39;1;1;21;432;44;24;0;21;4;0;0;0;0;2;1
PE;TERRA NOVA;2641;777;0;99;3;156;14;0;5;4;1501;44;11;0;17;9;0;0;0;0;0;1
MT;TERRA NOVA DO NORTE;8305;2580;0;362;91;1258;117;0;11;14;2696;852;48;0;98;143;1;1;0;0;2;31
PR;TERRA RICA;11654;5230;0;439;106;916;197;0;7;27;2705;1113;122;0;570;178;0;1;0;1;1;41
PR;TERRA ROXA;13778;6542;0;669;180;1402;258;0;4;21;2452;1431;84;0;414;204;0;1;0;1;4;111
SP;TERRA ROXA;5104;3052;0;211;61;459;135;0;12;22;596;246;99;0;126;65;0;0;0;0;3;17
PA;TERRA SANTA;975;72;0;44;1;47;10;0;0;1;604;189;2;0;1;2;0;0;0;1;0;1
MT;TESOURO;694;198;0;30;2;143;17;0;0;8;215;54;5;0;13;7;0;0;0;0;0;2
RS;TEUTONIA;25898;15208;0;855;231;1926;938;2;20;42;4233;1062;124;0;673;267;0;35;0;51;4;227
RO;THEOBROMA;4219;1103;0;135;8;441;20;0;4;4;2054;336;27;0;63;13;0;1;0;0;2;8
CE;TIANGUA;41452;12244;0;1608;105;3270;490;0;145;192;16149;5729;256;0;615;118;1;0;0;0;102;428
PR;TIBAGI;9608;5683;0;421;150;1140;250;0;11;56;1258;159;90;0;138;179;0;2;0;2;2;67
RN;TIBAU;1791;672;0;50;6;152;17;0;55;11;604;128;39;0;37;5;0;0;0;1;0;14
RN;TIBAU DO SUL;4453;1835;0;69;0;462;181;0;119;54;1318;169;28;0;59;12;0;0;0;0;0;147
SP;TIETE;29473;16478;0;1326;162;2695;1090;0;29;75;5141;1034;271;0;637;266;2;4;0;15;3;245
SC;TIGRINHOS;1584;771;0;42;12;145;36;0;1;4;395;122;14;0;22;16;0;0;0;0;0;4
SC;TIJUCAS;35171;17516;0;1251;831;2499;1161;0;5;73;5582;3395;80;0;1053;1310;6;26;0;20;2;361
PR;TIJUCAS DO SUL;10181;5565;0;590;92;982;222;0;3;24;2055;203;53;0;225;123;0;0;0;5;0;39
PE;TIMBAUBA;27597;7238;0;636;59;1413;427;0;241;46;14253;2617;128;0;352;98;0;0;0;0;3;86
RN;TIMBAUBA DOS BATISTAS;667;202;0;12;1;54;12;0;6;10;310;32;7;0;10;2;0;0;0;0;0;9
SC;TIMBE DO SUL;4300;2007;0;170;16;425;104;0;4;14;1204;176;19;0;99;13;2;1;0;4;0;42
MA;TIMBIRAS;3869;475;0;50;5;127;17;0;3;4;2632;534;9;0;1;4;0;0;0;0;1;7
SC;TIMBO;35668;20885;0;825;118;2911;1602;0;25;73;5071;2057;60;1;1119;145;5;37;0;44;5;685
SC;TIMBO GRANDE;4260;2431;0;210;23;488;85;0;0;17;769;95;40;0;56;32;0;0;0;1;0;13
SP;TIMBURI;1352;945;0;32;5;116;34;0;0;9;144;9;5;0;48;1;0;0;0;1;1;2
MA;TIMON;51430;9899;0;804;64;2156;338;1;1092;54;31460;5012;207;0;142;70;1;0;0;0;33;97
MG;TIMOTEO;46850;26404;0;1046;240;2831;1322;0;390;199;11895;806;170;0;874;269;4;2;0;6;14;378
RS;TIO HUGO;2521;1366;0;171;68;323;70;0;0;8;284;41;18;0;60;86;0;5;0;0;1;20
MG;TIRADENTES;5299;2606;0;135;10;518;208;0;20;28;1327;185;19;0;139;15;0;1;0;1;6;81
RS;TIRADENTES DO SUL;3618;1670;0;193;6;350;128;0;2;6;1112;82;13;0;32;9;0;1;0;2;0;12
MG;TIROS;4963;2534;0;239;13;891;72;0;9;21;880;159;24;0;70;16;0;0;0;1;4;30
SE;TOBIAS BARRETO;19908;5261;0;386;30;1031;212;1;523;106;10359;1366;293;0;214;32;0;1;0;0;12;81
TO;TOCANTINIA;1365;375;0;31;6;131;22;0;2;1;596;159;10;0;26;1;0;0;0;0;0;5
TO;TOCANTINOPOLIS;20565;3656;0;1084;226;1325;217;0;231;214;8489;3724;351;0;601;398;0;0;0;3;11;35
MG;TOCANTINS;9866;4262;0;302;20;686;183;0;281;22;3626;255;29;0;122;27;13;1;0;0;5;32
MG;TOCOS DO MOJI;2479;1171;0;64;0;415;41;0;3;13;711;27;13;0;17;0;0;0;0;0;0;4
MG;TOLEDO;3509;1794;0;166;11;406;61;0;2;12;917;67;25;0;27;11;0;0;0;1;0;9
PR;TOLEDO;115948;60428;0;3969;1896;11457;3818;0;51;338;18850;8626;296;0;2258;2593;6;36;0;8;54;1264
SE;TOMAR DO GERU;2828;823;0;69;4;144;17;0;15;10;1631;63;19;0;26;3;0;0;0;0;1;3
